2-ch;Школьница-тян;143
2-ch;Юлия Дмитриева;144
4chan;4chan;145
4chan;Шаблон:4chan;146
4chan;4chan City;147
4chan;4chan level otaku;148
4chan;A;67
4chan;A cat is fine too;150
4chan;Advice Dog;151
4chan;Alt-Right;152
4chan;An Hero;153
4chan;At first I was like X, but then I was like Y;154
4chan;Awesome;155
4chan;Awesome/Галерея;156
4chan;Basement Cat;157
4chan;Bayeux Tapestry;158
4chan;Bitches and whores;159
4chan;Bo;72
4chan;Boxxy;161
4chan;Brb, church;162
4chan;BRILLIANT;163
4chan;Candlejack;164
4chan;Ceiling Cat;165
4chan;Cereal Guy;166
4chan;Chin-chan;167
4chan;Cracky-chan;168
4chan;Creepy Chan;169
4chan;D;74
4chan;Dat ass;171
4chan;Dissected-chan;172
4chan;Do a Barrel Roll;173
4chan;DO IT FAGGOT;174
4chan;Doge;175
4chan;Doing it wrong;176
4chan;EFG;177
4chan;EMPEROR OF CATKIND;178
4chan;ENGLISH MOTHERFUCKER DO YOU SPEAK IT;179
4chan;Facepalm;180
4chan;Fate/stay night;181
4chan;Ffruustration;182
4chan;Fgsfds;183
4chan;Fsjal;184
4chan;FUCK YEAH SEAKING;185
4chan;Fukken saved;186
4chan;GAR;187
4chan;Gentlemen;188
4chan;Giant Enemy Crab;189
4chan;Goofy Time;190
4chan;HA HA HA, OH WOW;191
4chan;Happy Negro;192
4chan;He Will Not Divide Us;193
4chan;Hide The Pain Harold;194
4chan;How do I shot web;195
4chan;I came;196
4chan;I don't think you have an X. Enjoy your Y.;197
4chan;It's dangerous to go alone! Take this.;198
4chan;IT'S OVER NINE THOUSAND!;199
4chan;It’s Magic;200
4chan;Jailbait;201
4chan;Jesus lol;202
4chan;Jesus saves;203
4chan;Katawa Shoujo;204
4chan;Keyboard Cat;205
4chan;Kill it with fire;206
4chan;Line Trap;207
4chan;LOL WUT;208
4chan;LOLI HAET PIZZA;209
4chan;MAH BOI;210
4chan;Meanwhile in X;211
4chan;Mega Milk;212
4chan;Mindfuck;213
4chan;Moot;214
4chan;Mudkip;215
4chan;Multi-Track Drifting;216
4chan;NEEDS MOAR LESBIAN COSPLAYERS;217
4chan;Octocat;218
4chan;Oh, exploitable!;219
4chan;OM NOM NOM NOM;220
4chan;Party Hard;221
4chan;Peanut Butter Jelly Time;222
4chan;Pretty cool guy;223
4chan;Put shoe on head;224
4chan;QUALITY;225
4chan;R;84
4chan;Raptor Jesus;227
4chan;Robot Unicorn Attack;228
4chan;Sandwich Chef;229
4chan;Serious Cat;230
4chan;SHOOP DA WHOOP;231
4chan;Slenderman;232
4chan;So cash;233
4chan;Son, I am disappoint;234
4chan;Stick it in her pooper;235
4chan;Techno Viking;236
4chan;That Fucking Cat;237
4chan;The Game;238
4chan;The Ha! Ha! Guy;239
4chan;TIME PARADOX;240
4chan;"Tl;dr";241
4chan;Trollface;242
4chan;U MAD;243
4chan;Uncle Anon;244
4chan;Unlimited Works;245
4chan;WataMote;246
4chan;We Wuz Kangz;247
4chan;What the fuck am I reading;248
4chan;WHEN I WAS;249
4chan;Where is your X now?;250
4chan;Why so serious?;251
4chan;Woll Smoth;252
4chan;WT Snacks;253
4chan;X, X everywhere;254
4chan;X? In my Y?;255
4chan;Xbox 360 Kid;256
4chan;Xbox is hueg;257
4chan;Yandere Simulator;258
4chan;Yo dawg;259
4chan;Your resistance only makes my penis harder;260
4chan;Zalgo;261
4chan;Zoomjap;262
4chan;Ёцуба;263
4chan;Брайан Пепперс;264
4chan;Валюты имиджборд;101
4chan;Внезапно;266
4chan;Гендо;267
4chan;Декарт;268
4chan;Джейк Брам;269
4chan;Длиннокот;270
4chan;Кенни Гленн;271
4chan;Киану Ривз;272
4chan;Кокмонглер;273
4chan;ЛевЪ;274
4chan;Массимо д’Алема;275
4chan;Ночной Гость;276
4chan;Пативэн;277
4chan;Педобир;278
4chan;Срать кирпичами;279
4chan;Столкновение поколений;280
4chan;Субкота;281
4chan;Суисейсеки;282
4chan;Сэймперсун;283
4chan;Трифорс;284
4chan;Фингербокс;285
4chan;Хаббо;286
4chan;Шотакот;287
4chan;Я случайно X;288
AE;Шаблон:AE;289
AE;Dissected-chan;172
AE;Encyclopedia Dramatica;291
AE;Encyclopedia Dramatica/People;292
AE;Encyclopedia Dramatica/Russia;293
AE;Encyclopedia Dramatica/Serbia;294
AE;Encyclopedia Dramatica/Атеист;295
AE;Encyclopedia Dramatica/Суицид;296
AE;Обсуждение:Encyclopedia Dramatica/Суицид (и все ещё запрещено в России);297
AE;Friend Zone;298
AE;Perfection Girl;299
AE;This is why we can't have nice things;300
AE;Lurkmore:Вниманию участников/Архив/2009-11-11;301
AE;Изнасилование малышки Сьюзи;302
AE;Ты;303
ASCII-арт;ASCII-арт;304
ASCII-арт;Beavis and Butt-head;305
ASCII-арт;Goatse.cx;306
ASCII-арт;Goatse.cx/ASCII;307
ASCII-арт;Бармаглот;308
ASCII-арт;Гаечка;309
ASCII-арт;День Йожа;310
ASCII-арт;Неприличный жест;311
ASCII-арт;Ты кто такой? Давай, до свидания!;312
ASCII-арт;Lurkmore:Шаблоны;313
Adviser;Советчики;314
Adviser;Adviser;315
Adviser;Шаблон:Adviser;316
Adviser;Шаблон:Adviser/Документация;317
Adviser;;318
Adviser;121233232.jpg;319
Adviser;;318
Adviser;1219589689678.jpg;321
Adviser;;318
Adviser;12777371130955.png;323
Adviser;;318
Adviser;600px-Advice Robot.jpg;325
Adviser;;318
Adviser;AD.Nurgl.Allow.jpg;327
Adviser;;318
Adviser;Advice Dangerous.jpg;329
Adviser;;318
Adviser;Advice dog1.png;331
Adviser;;318
Adviser;Advice dog4.jpg;333
Adviser;;318
Adviser;Advice dog–naruto.jpg;335
Adviser;;318
Adviser;Advice DOS.png;337
Adviser;;318
Adviser;Advice Fox.PNG;339
Adviser;;318
Adviser;Advice IL.png;341
Adviser;;318
Adviser;Advice klerik.jpg;343
Adviser;;318
Adviser;Advice kresh.jpg;345
Adviser;;318
Adviser;Advice paladin.jpg;347
Adviser;;318
Adviser;Advice rms.jpg;349
Adviser;;318
Adviser;Advice ShitBricks.gif;351
Adviser;;318
Adviser;Advice Stirner.jpg;353
Adviser;;318
Adviser;Advice Timati.JPG;355
Adviser;;318
Adviser;Advice Varg.jpg;357
Adviser;;318
Adviser;Advice vid.jpeg;359
Adviser;;318
Adviser;Advice Анна-Cофия.jpg;361
Adviser;;318
Adviser;Advice-dog-onal-lips.jpg;363
Adviser;;318
Adviser;Advicecat.jpg;365
Adviser;;318
Adviser;Advicechaos KILL KILL.jpg;367
Adviser;;318
Adviser;AdviceChubays.jpg;369
Adviser;;318
Adviser;Advicechuck.jpg;371
Adviser;;318
Adviser;Advicedog end 2.jpg;373
Adviser;;318
Adviser;Advicedog james.jpg;375
Adviser;;318
Adviser;Advicedog obosnuy.png;377
Adviser;;318
Adviser;Advicedog.jpg;379
Adviser;;318
Adviser;Advicedog.png;381
Adviser;;318
Adviser;Advicedog1.png;383
Adviser;;318
Adviser;Advicedog4.png;385
Adviser;;318
Adviser;Advicedog5.png;387
Adviser;;318
Adviser;Advicedogkk.png;389
Adviser;;318
Adviser;Adviceeldar.jpg;391
Adviser;;318
Adviser;AdviceKoldun.jpg;393
Adviser;;318
Adviser;Advicepot.jpg;395
Adviser;;318
Adviser;Adviceshana.jpg;397
Adviser;;318
Adviser;Akinatorshitbrix.jpg;399
Adviser;;318
Adviser;Alien-tjn.jpg;401
Adviser;;318
Adviser;Anon-is-not-your-personal-army-But-is-my-personal-bitch.jpg;403
Adviser;;318
Adviser;Apple skull advice.gif;405
Adviser;;318
Adviser;AS 09.jpg;407
Adviser;;318
Adviser;Ashotik.jpg;409
Adviser;;318
Adviser;Azis-Oaziz.jpg;411
Adviser;;318
Adviser;Barrel dick advice.jpg;413
Adviser;;318
Adviser;Barrel roll advice.jpg;415
Adviser;;318
Adviser;Boxxy.jpg;417
Adviser/Англоязычный;найти упоминание данного названия;61
Adviser/Англоязычный;найти соответствующие записи журналов;62
Adviser/Англоязычный;;318
Adviser/Англоязычный;600px-Advice Robot.jpg;325
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advice Dangerous.jpg;329
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advice dog1.png;331
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advice dog4.jpg;333
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advice ShitBricks.gif;351
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advicecat.jpg;365
Adviser/Англоязычный;;318
Adviser/Англоязычный;Advicedog.png;381
Adviser/Англоязычный;;318
Adviser/Англоязычный;Anon-is-not-your-personal-army-But-is-my-personal-bitch.jpg;403
Adviser/Без указания верхней надписи;найти упоминание данного названия;61
Adviser/Без указания верхней надписи;найти соответствующие записи журналов;62
Adviser/Без указания верхней надписи;;318
Adviser/Без указания верхней надписи;Advicedog.jpg;379
Adviser/Без указания источника;найти упоминание данного названия;61
Adviser/Без указания источника;найти соответствующие записи журналов;62
Adviser/Без указания источника;Шаблон:Adviser;316
Adviser/Без указания источника;Шаблон:Adviser/Документация;317
Adviser/Без указания источника;;318
Adviser/Без указания источника;12777371130955.png;323
Adviser/Без указания источника;;318
Adviser/Без указания источника;600px-Advice Robot.jpg;325
Adviser/Без указания источника;;318
Adviser/Без указания источника;AD.Nurgl.Allow.jpg;327
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice Dangerous.jpg;329
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice dog1.png;331
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice dog–naruto.jpg;335
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice DOS.png;337
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice IL.png;341
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice klerik.jpg;343
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice kresh.jpg;345
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice paladin.jpg;347
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice Stirner.jpg;353
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice Timati.JPG;355
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice Varg.jpg;357
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice vid.jpeg;359
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice Анна-Cофия.jpg;361
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advice-dog-onal-lips.jpg;363
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicechuck.jpg;371
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog james.jpg;375
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog obosnuy.png;377
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog.jpg;379
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog.png;381
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog1.png;383
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog4.png;385
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedog5.png;387
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicedogkk.png;389
Adviser/Без указания источника;;318
Adviser/Без указания источника;AdviceKoldun.jpg;393
Adviser/Без указания источника;;318
Adviser/Без указания источника;Advicepot.jpg;395
Adviser/Без указания источника;;318
Adviser/Без указания источника;Apple skull advice.gif;405
Adviser/Без указания источника;;318
Adviser/Без указания источника;Ashotik.jpg;409
Adviser/Без указания источника;;318
Adviser/Без указания источника;Barrel dick advice.jpg;413
Adviser/Без указания источника;;318
Adviser/Без указания источника;Barrel roll advice.jpg;415
Adviser/Без указания источника;;318
Adviser/Без указания источника;Boxxy.jpg;417
Adviser/Без указания нижней надписи;найти упоминание данного названия;61
Adviser/Без указания нижней надписи;найти соответствующие записи журналов;62
Adviser/Без указания нижней надписи;;318
Adviser/Без указания нижней надписи;Advicedog.jpg;379
Adviser/Без указания персонажа;найти упоминание данного названия;61
Adviser/Без указания персонажа;найти соответствующие записи журналов;62
Adviser/Без указания персонажа;;318
Adviser/Без указания персонажа;Adviceeldar.jpg;391
Adviser/Без указания персонажа;;318
Adviser/Без указания персонажа;AS 09.jpg;407
Adviser/Без указания тегов;найти упоминание данного названия;61
Adviser/Без указания тегов;найти соответствующие записи журналов;62
Adviser/Без указания тегов;Шаблон:Adviser;316
Adviser/Без указания тегов;Шаблон:Adviser/Документация;317
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;12777371130955.png;323
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advice dog–naruto.jpg;335
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advice vid.jpeg;359
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advice-dog-onal-lips.jpg;363
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advicedog end 2.jpg;373
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advicedog.jpg;379
Adviser/Без указания тегов;;318
Adviser/Без указания тегов;Advicedogkk.png;389
Adviser/Без указания языка;найти упоминание данного названия;61
Adviser/Без указания языка;найти соответствующие записи журналов;62
Adviser/Без указания языка;;318
Adviser/Без указания языка;Advicedog.jpg;379
Adviser/Русскоязычный;найти упоминание данного названия;61
Adviser/Русскоязычный;найти соответствующие записи журналов;62
Adviser/Русскоязычный;Шаблон:Adviser;316
Adviser/Русскоязычный;Шаблон:Adviser/Документация;317
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;121233232.jpg;319
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;1219589689678.jpg;321
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;12777371130955.png;323
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;AD.Nurgl.Allow.jpg;327
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice dog–naruto.jpg;335
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice DOS.png;337
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice Fox.PNG;339
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice IL.png;341
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice klerik.jpg;343
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice kresh.jpg;345
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice paladin.jpg;347
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice rms.jpg;349
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice Stirner.jpg;353
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice Timati.JPG;355
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice Varg.jpg;357
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice vid.jpeg;359
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice Анна-Cофия.jpg;361
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advice-dog-onal-lips.jpg;363
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicechaos KILL KILL.jpg;367
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;AdviceChubays.jpg;369
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicechuck.jpg;371
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog end 2.jpg;373
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog james.jpg;375
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog obosnuy.png;377
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog1.png;383
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog4.png;385
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicedog5.png;387
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Adviceeldar.jpg;391
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;AdviceKoldun.jpg;393
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Advicepot.jpg;395
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Adviceshana.jpg;397
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Akinatorshitbrix.jpg;399
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Alien-tjn.jpg;401
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Apple skull advice.gif;405
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;AS 09.jpg;407
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Ashotik.jpg;409
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Azis-Oaziz.jpg;411
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Barrel dick advice.jpg;413
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Barrel roll advice.jpg;415
Adviser/Русскоязычный;;318
Adviser/Русскоязычный;Boxxy.jpg;417
Ans;265;626
Ans;42;627
Ans;An Hero;153
Ans;Шаблон:Ans;629
Ans;Battletoads;630
Ans;Boku no Pico;631
Ans;By design;632
Ans;Cool story bro;633
Ans;Current 93;634
Ans;Deal with it;635
Ans;Dev/null;636
Ans;Do a Barrel Roll;173
Ans;DO IT FAGGOT;174
Ans;GET OUT;639
Ans;GNU Emacs;640
Ans;GTFO;641
Ans;HA HA HA, OH WOW;191
Ans;HAHAHA DISREGARD THAT, I SUCK COCKS;643
Ans;Haters gonna hate;644
Ans;I dunno LOL;645
Ans;IMHO;646
Ans;It’s Magic;200
Ans;Jedem das Seine;648
Ans;JFGI;649
Ans;Kill it with fire;206
Ans;Lurk moar;651
Ans;Make me unsee it;652
Ans;NO U;653
Ans;Not Your Personal Army;654
Ans;Nuff said;655
Ans;O RLY?;656
Ans;OK;657
Ans;One-liner;658
Ans;PS3 has no games;659
Ans;RTFM;660
Ans;Sad but true;661
Ans;Stick it in her pooper;235
Ans;"Tl;dr";241
Ans;U MAD;243
Ans;Use the Force, Luke;665
Ans;Смехуечки:Wall Smath;666
Ans;Where is your X now?;250
Ans;Who are you to fucking lecture me?;668
Ans;X должны страдать;669
Ans;X не умер;670
Ans;Your resistance only makes my penis harder;260
Ans;А был ли мальчик?;672
Ans;А если бы вас так?;673
Ans;А то!;93
Ans;А у вас негров линчуют!;675
Ans;Абаснуй;676
Ans;Авотхуй;677
Ans;Анус себе дёрни, пёс;678
Ans;АПВОВНВ;679
Ans;АПВС;680
Ans;Апелляция к возрасту;681
Ans;Апстена;682
Ans;Битва слона с китом;683
Ans;Будь мужиком;100
Ans;Быстро, решительно!;685
Ans;В морг;686
Ans;ВА;687
Ans;Ваше мнение очень важно для нас;688
Ans;ВиО;689
Ans;Во-первых, ты хуй и говно;690
Ans;Все ебанулись;691
Ans;Все пидорасы, а я — д’Артаньян;692
Ans;Всем похуй;693
Ans;Вы просто ненавидите всё русское;694
Ans;Голос со стороны параши;107
Ans;Горизонт завален;696
Ans;Дальше не читал;697
Ans;Детектор;698
Ans;Диагноз по юзерпику;699
Ans;Доведение до абсурда;700
Ans;Есть мнение;701
Ans;Желание левой пятки;702
Ans;Жопа на юзерпике;703
Ans;За Вами уже выехали;704
Ans;Забухай, ёпт;705
Ans;Закон Дэнта;706
Ans;ЗАТКНИСЬ СУКА;707
Ans;Зато мы делаем ракеты;708
Ans;Ибо ваистену;709
Ans;Ибо нехуй;710
Ans;Из общих соображений;711
Ans;Книга лучше;712
Ans;Конь в пальто;713
Ans;Кот бы говорил;714
Ans;Кто все эти люди?;715
Ans;Кто вы такие? Я вас не знаю;716
Ans;Кто не с нами, тот против нас;717
Ans;Курица не птица;718
Ans;Лизни розетку;719
Ans;Люди, я прочёл ваши дневники;720
Ans;Миллионы не могут ошибаться;721
Ans;Мне вас жаль;722
Ans;Мне насрать на твое мнение;723
Ans;Много чести;724
Ans;Мост в Терабитию;725
Ans;Муля, не нервируй меня!;726
Ans;Мы работаем над этим;727
Ans;На башорг;728
Ans;На словах ты Лев Толстой;729
Ans;Не айс;730
Ans;Не верблюд;731
Ans;Не верю!;732
Ans;Смехуечки:Не дови на меня/Навигация4;733
Ans;Не читал, но осуждаю;734
Ans;Нет времени объяснять!;735
Ans;Нет!;736
Ans;Нот всего семь;737
Ans;Обязательно/Ни в коем случае;738
Ans;Ответы;739
Ans;Ответы@Mail.ru;740
Ans;Отпишись и не читай;741
Ans;Отучаемся говорить за всю сеть;742
Ans;Пиздани реверба;743
Ans;Повелитель мух;744
Ans;Позвоночник;745
Ans;Попробуй сам;746
Ans;Потный хуй Властелина Тьмы;747
Ans;Потому что гладиолус;748
Ans;Правила демагога;749
Ans;Проблема в тебе;750
Ans;Прострели коленку;751
Ans;С точки зрения банальной эрудиции…;752
Ans;Сегодня ты X, а завтра Y;753
Ans;Слив;754
Ans;См. рис. 1;755
Ans;Сорта говна;756
Ans;Соси хуй, быдло;757
Ans;Смехуечки:Сосни хуйца;758
Ans;Спасибо, подрочил;759
Ans;Сперва добейся;760
Ans;Так надо;761
Ans;Тактика интеллигента;762
Ans;Твоя мать — шлюха;763
Ans;Телепаты в отпуске;764
Ans;Тинай молчит;765
Ans;Трахни её;766
Ans;Тройное уточнение;767
Ans;Троллефобия;768
Ans;Ты кто такой? Давай, до свидания!;312
Ans;Ты так говоришь, будто это что-то плохое;770
Ans;Ты только в интернете такой крутой;771
Ans;Ты хуй;772
Ans;Ты?;773
Ans;У каждого свое мнение;774
Ans;Уже не тот;775
Ans;Улавливаешь?;776
Ans;Улыбаемся и машем;777
Ans;УМВР;778
Ans;Фофудья;779
Ans;ХЗ;780
Ans;Что ты курил?;781
Ans;ЩИТО;782
Ans;Это интернет, детка;783
Ans;Это не главное;784
Ans;Это печально;785
Ans;Это фантастика;786
Ans;Этот опрос сосёт;787
Ans;Я гарантирую это;788
Ans;Я не настоящий сварщик;789
Ans;Я не такой, как все;790
Ans;Я нихуя не понял;791
Ans;Я ничего не делал;792
Ans;Я случайно X;288
Ans;Я твой дом труба шатал!;794
Ans;Яндекс.Ответы;795
Ans;Ящитаю;796
Butthurt;9 мая;797
Butthurt;Abrams;798
Butthurt;AlexSword;799
Butthurt;Beon.ru;800
Butthurt;Black Lives Matter;801
Butthurt;Butthurt;802
Butthurt;Comedy Club;803
Butthurt;Company of Heroes 2;804
Butthurt;Участник:CrackHD/Евгений Федоров;805
Butthurt;Cradle of Filth;806
Butthurt;Crysis;807
Butthurt;DIY;808
Butthurt;DotA;809
Butthurt;Обсуждение:Dragon Age;810
Butthurt;Five Nights at Freddy's;811
Butthurt;Friend Zone;298
Butthurt;Gentoo;813
Butthurt;Greg;814
Butthurt;HIM;815
Butthurt;Itpedia;816
Butthurt;JavaScript;817
Butthurt;Kirby;818
Butthurt;Maddyson;819
Butthurt;PHP;820
Butthurt;Участник:Povіschuk;821
Butthurt;Обсуждение:Puella Magi Madoka Magica;822
Butthurt;Участник:Pоvischuk;823
Butthurt;Queen;824
Butthurt;Rammstein;825
Butthurt;Rsdn.ru;826
Butthurt;Участник:S-Corp;827
Butthurt;SJW;828
Butthurt;SMS-лохотрон;829
Butthurt;Обсуждение участника:StarScream.jpg/Архив/1;830
Butthurt;Straight Edge;831
Butthurt;Участник:Survival horror/Upper;832
Butthurt;Обсуждение участника:Survival horror/Архив/1;833
